Matricule;Annee;Mois;Statut;Indice;NBI;Libelle;Code;Heures;Heures.Sup.;Temps.de.travail;quotite.moyenne.orig;Base;Nb.Unite;Taux;Montant;Debut;Fin;Type;Service;Emploi;Grade;quotite;quotite.moyenne;Annee.rappel;Mois.rappel
010544;2009;6;TITULAIRE;318;15;HEURES SUPPL. DIMANCHE JF;1920;184,67;21,5;100;1;17,9;0;11,5;205,85;;2009-05-31;R;EQUIPES ROULEMENT;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010544;2009;7;TITULAIRE;318;15;HEURES SUPPL.  = 14 H;1900;156,17;4,5;100;1;12,54;0;4,5;56,43;;2009-06-30;R;EQUIPE SIGNALISATION;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010544;2009;8;TITULAIRE;318;15;HEURES SUPPL.  = 14 H;1900;181,42;29,75;100;1;12,61;0;11,5;145,02;;2009-07-31;R;EQUIPE SIGNALISATION;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010544;2009;8;TITULAIRE;318;15;HEURES SUPPL. DIMANCHE JF;1920;181,42;29,75;100;1;17,99;0;12,5;224,88;;2009-07-31;R;EQUIPE SIGNALISATION;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010544;2009;8;TITULAIRE;318;15;HEURES SUPPL. DE NUIT;1930;181,42;29,75;100;1;21,58;0;3;64,74;;2009-07-31;R;EQUIPE SIGNALISATION;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010544;2010;2;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;167,17;15,5;100;1;13,02;0;9;117,18;;2010-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;2;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;167,17;15,5;100;1;21,71;0;4,25;92,27;;2010-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;2;TITULAIRE;328;15;HEURES SUPPL. DE NUIT;1930;167,17;15,5;100;1;26,05;0;2,25;58,61;;2010-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;3;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;162,67;11;100;1;13,02;0;6;78,12;;2010-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;3;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;11;100;1;21,71;0;2,5;54,28;;2010-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;3;TITULAIRE;328;15;HEURES SUPPL. DE NUIT;1930;162,67;11;100;1;26,05;0;2,5;65,13;;2010-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;4;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;173,17;21,5;100;1;13,02;0;2,5;32,55;;2010-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;4;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;173,17;21,5;100;1;21,71;0;3;65,13;;2010-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;4;TITULAIRE;328;15;HEURES SUPPL. DE NUIT;1930;173,17;21,5;100;1;26,05;0;2;52,1;;2010-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;6;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;171,67;8;100;1;13,02;0;4,5;58,59;;2010-05-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;6;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;171,67;8;100;1;21,71;0;3,5;75,99;;2010-05-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;8;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;168,17;16,5;100;1;13,09;0;7,5;98,18;;2010-07-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;8;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;168,17;16,5;100;1;21,81;0;7;152,67;;2010-07-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;8;TITULAIRE;328;15;HEURES SUPPL. DE NUIT;1930;168,17;16,5;100;1;26,18;0;2;52,36;;2010-07-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2010;9;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;189,17;37,5;100;1;13,09;0;1,5;19,64;;2010-07-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;2;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;162,17;10,5;100;1;13,09;0;7,5;98,18;;2011-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;2;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;162,17;10,5;100;1;21,81;0;3;65,43;;2011-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;3;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;156,67;5;100;1;13,09;0;2,5;32,73;;2011-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;3;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;156,67;5;100;1;21,81;0;2,5;54,53;;2011-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;4;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;158,17;6,5;100;1;13,09;0;4;52,36;;2011-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;4;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;158,17;6,5;100;1;21,81;0;2,5;54,53;;2011-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;5;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;154,67;3;100;1;13,09;0;2;26,18;;2011-04-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;5;TITULAIRE;328;15;HEURES SUPPL. DIMANCHE JF;1920;154,67;3;100;1;21,81;0;1;21,81;;2011-04-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;7;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;202,67;51;100;1;13,09;0;2,5;32,73;;2011-02-28;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;7;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;202,67;51;100;1;13,09;0;7,5;98,18;;2011-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;7;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;202,67;51;100;1;13,09;0;11;143,99;;2011-04-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2011;7;TITULAIRE;328;15;HEURES SUPPL.  = 14 H;1900;202,67;51;100;1;13,09;0;14;183,26;;2011-05-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;2;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;154,17;2,5;100;1;13,47;0;2;26,94;;2012-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;2;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;154,17;2,5;100;1;26,94;0;0,5;13,47;;2012-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;3;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;177,67;26;100;1;13,47;0;6;80,82;;2012-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;3;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;177,67;26;100;1;13,47;0;14;188,58;;2012-02-29;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;3;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;177,67;26;100;1;26,94;0;6;161,64;;2012-02-29;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;4;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;152,67;1;100;1;13,47;0;1;13,47;;2012-03-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;5;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;197,17;34;100;1;13,47;0;17,5;235,73;;2012-04-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;5;TITULAIRE;338;15;HEURES SUPPL. DIMANCHE JF;1920;197,17;34;100;1;22,45;0;4,5;101,03;;2012-04-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;6;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;169,67;18;100;1;13,47;0;8,5;114,5;;2012-05-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;10;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;189,17;37,5;100;1;13,47;0;6,5;87,56;;;T;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;10;TITULAIRE;338;15;HEURES SUPPL. DIMANCHE JF;1920;189,17;37,5;100;1;22,45;0;1;22,45;;;T;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;10;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;189,17;37,5;100;1;26,94;0;5;134,7;;;T;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;10;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;189,17;37,5;100;1;13,47;0;14;188,58;;2012-09-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;10;TITULAIRE;338;15;HEURES SUPPL. DIMANCHE JF;1920;189,17;37,5;100;1;22,45;0;11;246,95;;2012-09-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;11;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;167,17;15,5;100;1;13,47;0;7,5;101,03;;2012-10-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;11;TITULAIRE;338;15;HEURES SUPPL. DIMANCHE JF;1920;167,17;15,5;100;1;22,45;0;5;112,25;;2012-10-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;11;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;167,17;15,5;100;1;26,94;0;3;80,82;;2012-10-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;12;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;185,67;34;100;1;13,47;0;13,5;181,85;;2012-11-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;12;TITULAIRE;338;15;HEURES SUPPL. DIMANCHE JF;1920;185,67;34;100;1;22,45;0;10;224,5;;2012-11-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;12;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;185,67;34;100;1;26,94;0;9;242,46;;2012-10-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2012;12;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;185,67;34;100;1;26,94;0;1,5;40,41;;2012-11-30;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2013;2;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;189,17;37,5;100;1;13,47;0;12,5;168,38;;2012-12-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2013;2;TITULAIRE;338;15;HEURES SUPPL.  = 14 H;1900;189,17;37,5;100;1;13,47;0;12,5;168,38;;2013-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
010544;2013;2;TITULAIRE;338;15;HEURES SUPPL. DE NUIT;1930;189,17;37,5;100;1;26,94;0;12,5;336,75;;2013-01-31;R;EQUIPE SIGNALISATION;AGENT DE MAITRISE;AGENT DE MAITRISE;1;1;;
