Matricule;Annee;Agrégat;c;Grade;nb.mois;Régime
011066;2011;3899,26;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
011066;2012;4901,74;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
011066;2013;4716,22;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
011093;2009;3676,75;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011093;2010;4344;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011093;2011;5725;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
011093;2012;1224,98;0;ATTACHE TERRITORIAL;1;IFTS 0 mois-PFR 1 mois-Cumul 0 mois
011118;2009;4708,25;0;ATTACHE PRINCIPAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011118;2010;5382,68;0;ATTACHE PRINCIPAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011118;2011;6769;1;ATTACHE PRINCIPAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
011118;2012;7003,24;0;ATTACHE PRINCIPAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
011118;2013;7003,24;0;ATTACHE PRINCIPAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
011164;2009;1716,89;0;REDACTEUR TER. CHEF;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011164;2010;4015,47;0;REDACTEUR TER. CHEF;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
011164;2011;5725;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
011164;2012;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
011164;2013;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
023180;2009;4509,36;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
023180;2010;5183,42;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
023180;2011;6567,64;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
023180;2012;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
023180;2013;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
221162;2009;3676,75;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
221162;2010;4344;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
221162;2011;5725;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
221162;2012;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
221162;2013;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300459;2009;3676,75;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
300459;2010;4344;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
300459;2011;5725;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
300459;2012;7215,44;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300459;2013;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300906;2009;4410,74;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
300906;2010;8609,24;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
300906;2011;10644,52;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
300906;2012;10644,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300906;2013;9841,21;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300909;2009;0,18;0;COLLABORATEUR DE CABINET;1;IFTS 1 mois-PFR 0 mois-Cumul 0 mois
300909;2013;6766;0;DIRECTEUR DE CABINET;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
300916;2013;13420,8;0;AGENT CONTRACTUEL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
301329;2009;88,07;0;ATTACHE TERRITORIAL;1;IFTS 1 mois-PFR 0 mois-Cumul 0 mois
301329;2010;4553,33;0;ATTACHE TERRITORIAL;12;IFTS 12 mois-PFR 0 mois-Cumul 0 mois
301329;2011;6567,64;1;ATTACHE TERRITORIAL;12;IFTS 5 mois-PFR 6 mois-Cumul 1 mois
301329;2012;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
301329;2013;7002,52;0;ATTACHE TERRITORIAL;12;IFTS 0 mois-PFR 12 mois-Cumul 0 mois
